SAMLEX_ID	SAMLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT	DEFINICIÓ	NOTES
125	grup psicoeducatiu	ca	01012021		grup psicoeducatiu			grup psicoeducatiu		Grup format per persones amb un mateix problema de salut i dirigit per professionals especialistes o per pacients experts o persones que han passat per la mateixa experiència, en què es comparteixen coneixements i es treballen les estratègies i les habilitats necessàries per a afavorir el control de la situació i promoure l'autocura, mitjançant la interacció entre les persones participants.	NOTA: El grup psicoeducatiu basa la seva activitat en la psicoeducació. Pot adreçar-se tant a persones afectades com a familiars, o a ambdues parts alhora.
126	guarda de fet	ca	01012021		guarda de fet			guarda de fet		Figura jurídica de suport i protecció de la capacitat d'obrar de caràcter transitori que té per objecte tenir cura d'una persona menor d'edat en situació de desemparament o d'una persona major d'edat que, donades unes circumstàncies determinades, podria ser objecte d'una modificació de la capacitat.	
127	guardador de fet | guardadora de fet	ca	01012021		guardador de fet | guardadora de fet			guardador de fet | guardadora de fet		Persona física o jurídica en qui recau l'exercici de la guarda de fet.	
128	guia de pràctica clínica ||| GPC	ca	01012021		guia de pràctica clínica ||| GPC			guia de pràctica clínica	GPC	Conjunt de recomanacions basades en l'evidència científica i desenvolupades de manera sistemàtica per a ajudar el personal sanitari i les persones en la presa de decisions a l'hora d'atendre un problema de salut en circumstàncies clíniques específiques, que contribueixen a disminuir la variabilitat en la pràctica assistencial entre els diferents equips de professionals.	
129	higiene mental	ca	01012021		higiene mental			higiene mental		Conjunt de mesures destinades a la conservació i a la promoció de la salut mental i el benestar emocional i a la prevenció dels trastorns mentals.	
130	història clínica	ca	01012021		història clínica			història clínica		Relació ordenada de les dades d'una persona atesa relatives al procés d'assistència i al seu estat de salut, obtingudes per mitjà de l'entrevista, l'exploració i els exàmens complementaris.	NOTA: La història clínica recull diversos tipus d'informació, per exemple, els diagnòstics anteriors i els antecedents familiars o personals, si n'hi ha, els pronòstics, els resultats de les proves de laboratori i especialitzades, l'evolució clínica o els plans de cures, i té valor clínic i legal.
131	història clínica compartida de Catalunya ||| HCCC	ca	01012021		història clínica compartida de Catalunya ||| HCCC			història clínica compartida de Catalunya	HCCC	Instrument electrònic que conté dades, informació i valoracions clíniques sobre la situació i l'evolució d'una persona atesa al llarg del seu procés assistencial, el qual segueix un model de gestió descentralitzada que permet als professionals sanitaris accedir a tota la informació actualitzada i rellevant de les persones ateses, independentment de l'àmbit assistencial o de la ubicació geogràfica.	NOTA: La història clínica compartida de Catalunya ofereix la traçabilitat del pas de les persones pel sistema sanitari, permet incorporar serveis relacionats amb l'atenció proactiva requerida per algunes persones (alertes, avisos, comunicació entre àmbits assistencials, organitzacions i professionals) i promou la continuïtat de l'atenció sanitària. En integrar tota la informació, evita errors, com ara la repetició d'exploracions i procediments, i fa possible l'avaluació centralitzada de resultats del CatSalut.
132	història clínica i social compartida ||| HCSC	ca	01012021		història clínica i social compartida ||| HCSC			història clínica i social compartida	HCSC	Instrument electrònic de gestió descentralitzada que conté dades, informació i valoracions clíniques i socials sobre la situació i l'evolució d'una persona atesa al llarg del seu procés assistencial, el qual permet que el conjunt de professionals de la salut i dels serveis socials accedeixi a tota la informació actualitzada i rellevant de les persones ateses, independentment de l'àmbit assistencial o de la ubicació geogràfica.	
133	hospital de dia d'adults ||| HDA	ca	01012021		hospital de dia d'adults ||| HDA			hospital de dia d'adults	HDA	Hospital de dia de salut mental per a persones majors de 18 anys.	
134	hospital de dia de salut mental ||| hospital de dia ||| HD ||| HDSM	ca	01012021		hospital de dia de salut mental ||| hospital de dia ||| HD ||| HDSM			hospital de dia de salut mental	hospital de dia ||| HD ||| HDSM	Centre d'atenció sanitària en què s'ofereix una modalitat d'hospitalització parcial diürna per a persones amb un trastorn mental greu que no poden ser ateses en un centre de salut mental perquè necessiten un tractament terapèutic intensiu, però que tenen autonomia i poden mantenir el vincle amb la família i el lloc de residència.	NOTA: 1. A l'hospital de dia de salut mental s'atenen persones que, en la majoria dels casos, es troben en situació de crisi o estan a punt de tenir-ne una. NOTA: 2. Són hospitals de dia de salut mental l'hospital de dia d'adults i l'hospital de dia infantil i juvenil.
135	hospital de dia infantil i juvenil ||| hospital de dia d'adolescents ||| HDA ||| HDIJ	ca	01012021		hospital de dia infantil i juvenil ||| hospital de dia d'adolescents ||| HDA ||| HDIJ			hospital de dia infantil i juvenil	hospital de dia d'adolescents ||| HDA ||| HDIJ	Hospital de dia de salut mental per a infants i adolescents fins a 18 anys	NOTA: A l'hospital de dia infantil i juvenil s'atenen més freqüentment adolescents i joves.
136	hospital psiquiàtric ||| psiquiàtric	ca	01012021		hospital psiquiàtric ||| psiquiàtric			hospital psiquiàtric	psiquiàtric	Centre d'atenció sanitària destinat específicament a l'ingrés amb finalitats terapèutiques de persones amb trastorns mentals.	NOTA: En l'actualitat, l'hospital psiquiàtric és un recurs a què s'accedeix en condicions molt específiques, ja que es tendeix a hospitalitzar les persones amb un trastorn mental en entorns sanitaris integrals, és a dir, en hospitals generals
137	hospitalització domiciliària	ca	01012021		hospitalització domiciliària			hospitalització domiciliària		Atenció sanitària multidisciplinària de caràcter temporal que es presta al domicili de persones amb un trastorn mental greu en situació de descompensació aguda o risc de recaiguda, amb l'objectiu de tractar les seves necessitats terapèutiques en un context menys restrictiu que el de l'hospitalització psiquiàtrica convencional.	NOTA: 1. L'hospitalització domiciliària contribueix a reduir l'estigma i a millorar la qualitat de vida tant de la persona atesa com de la seva família, ja que, d'una banda, la persona atesa no se separa del seu entorn i, de l'altra, la família s'implica en el procés per estabilitzar-la. NOTA: 2. L'hospitalització domiciliària combina elements de l'atenció especialitzada en l'àmbit hospitalari i de l'atenció comunitària. NOTA: 3. L'hospitalització domiciliària compta, principalment, amb un equip de professionals de la psiquiatria, la psicologia clínica i la infermeria de salut mental.
138	hospitalització involuntària ||| hospitalització forçosa ||| internament involuntari	ca	01012021		hospitalització involuntària ||| hospitalització forçosa ||| internament involuntari			hospitalització involuntària	hospitalització forçosa ||| internament involuntari	Hospitalització psiquiàtrica que es duu a terme sense l'acceptació i el consentiment explícit de la persona afectada, atenent al seu estat mental patològic i als riscos que pot suposar per a la seva salut o la seva integritat o la d'altres persones.	NOTA: 1. L'hospitalització involuntària està regulada per llei i requereix una autorització judicial. NOTA: 2. L'hospitalització involuntària constitueix una mesura restrictiva.
139	hospitalització psiquiàtrica	ca	01012021		hospitalització psiquiàtrica			hospitalització psiquiàtrica		Ingrés d'una persona amb un trastorn mental en situació de crisi o de descompensació al servei de psiquiatria d'un hospital general o en un hospital psiquiàtric amb finalitats diagnòstiques i terapèutiques.	NOTA: L'hospitalització psiquiàtrica pot ser una hospitalització voluntària o bé una hospitalització involuntària.
140	hospitalització voluntària ||| ingrés voluntari	ca	01012021		hospitalització voluntària ||| ingrés voluntari			hospitalització voluntària	ingrés voluntari	Hospitalització psiquiàtrica que es duu a terme amb l'acceptació i el consentiment explícit de la persona afectada.	NOTA: 1. L'hospitalització voluntària implica el dret de la persona a l'alta voluntària, encara que sigui en contra del criteri mèdic, excepte en els casos en què suposaria un risc greu per a la seva vida o per a terceres persones. NOTA: 2. L'hospitalització voluntària també pot ser el producte d'un canvi pactat amb la persona atesa, un cop iniciada la recuperació, després que, en origen, es dugués a terme una hospitalització involuntària.
