ALELEX_ID	ALELEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
	al·lèrgia a la insulina bovina	ca	01012021					al·lèrgia a la insulina bovina	
	al·lèrgia a la insulina d'acció bifàsica ||| al·lèrgia a la insulina mixta	ca	01012021					al·lèrgia a la insulina d'acció bifàsica 	al·lèrgia a la insulina mixta
	al·lèrgia a la insulina d'acció ràpida ||| al·lèrgia a la insulina cristal·lina ||| al·lèrgia a la insulina neutra||| al·lèrgia a la insulina normal||| al·lèrgia a la insulina regular||| al·lèrgia a la insulina soluble	ca	01012021					al·lèrgia a la insulina d'acció ràpida 	al·lèrgia a la insulina cristal·lina ||| al·lèrgia a la insulina neutra||| al·lèrgia a la insulina normal||| al·lèrgia a la insulina regular||| al·lèrgia a la insulina soluble
	al·lèrgia a la insulina humana	ca	01012021					al·lèrgia a la insulina humana	
	al·lèrgia a la insulina isòfana ||| al·lèrgia a la insulina NPH	ca	01012021					al·lèrgia a la insulina isòfana 	al·lèrgia a la insulina NPH
	al·lèrgia a la insulina isòfana d'acció bifàsica||| al·lèrgia a la insulina NPH d'acció bifàsica	ca	01012021					al·lèrgia a la insulina isòfana d'acció bifàsica	al·lèrgia a la insulina NPH d'acció bifàsica
	al·lèrgia a la insulina porcina	ca	01012021					al·lèrgia a la insulina porcina	
	al·lèrgia a la insulina-protamina-zinc ||| al·lèrgia a la insulina amb protamina i zinc	ca	01012021					al·lèrgia a la insulina-protamina-zinc 	al·lèrgia a la insulina amb protamina i zinc
	al·lèrgia a la ipecacuana (Carapichea ipecacuanha)	ca	01012021					al·lèrgia a la ipecacuana (Carapichea ipecacuanha)	
	al·lèrgia a la iproniazida	ca	01012021					al·lèrgia a la iproniazida	
	al·lèrgia a la isocarboxazida	ca	01012021					al·lèrgia a la isocarboxazida	
	al·lèrgia a la isoniazida	ca	01012021					al·lèrgia a la isoniazida	
	al·lèrgia a la isoprenalina ||| al·lèrgia a l'isoproterenol	ca	01012021					al·lèrgia a la isoprenalina 	al·lèrgia a l'isoproterenol
	al·lèrgia a la isoprenalina per via inhalatòria ||| al·lèrgia a l'isoproterenol per via inhalatòria	ca	01012021					al·lèrgia a la isoprenalina per via inhalatòria 	al·lèrgia a l'isoproterenol per via inhalatòria
	al·lèrgia a la isoprenalina per via oral ||| al·lèrgia a l'isoproterenol per via oral	ca	01012021					al·lèrgia a la isoprenalina per via oral 	al·lèrgia a l'isoproterenol per via oral
	al·lèrgia a la isoprenalina per via parenteral ||| al·lèrgia a l'isoproterenol per via parenteral	ca	01012021					al·lèrgia a la isoprenalina per via parenteral 	al·lèrgia a l'isoproterenol per via parenteral
	al·lèrgia a la isotretinoïna	ca	01012021					al·lèrgia a la isotretinoïna	
	al·lèrgia a la isoxsuprina	ca	01012021					al·lèrgia a la isoxsuprina	
	al·lèrgia a la isradipina	ca	01012021					al·lèrgia a la isradipina	
	al·lèrgia a la kanamicina	ca	01012021					al·lèrgia a la kanamicina	
	al·lèrgia a la ketamina	ca	01012021					al·lèrgia a la ketamina	
	al·lèrgia a la lacidipina	ca	01012021					al·lèrgia a la lacidipina	
	al·lèrgia a la lactoalbúmina alfa ||| al·lèrgia a l'albúmina de llet alfa ||| al·lèrgia a la lactalbúmina alfa	ca	01012021					al·lèrgia a la lactoalbúmina alfa 	al·lèrgia a l'albúmina de llet alfa ||| al·lèrgia a la lactalbúmina alfa
	al·lèrgia a la lactoalbúmina beta ||| al·lèrgia a l'albúmina de llet beta ||| al·lèrgia a la lactalbúmina beta	ca	01012021					al·lèrgia a la lactoalbúmina beta 	al·lèrgia a l'albúmina de llet beta ||| al·lèrgia a la lactalbúmina beta
	al·lèrgia a la lactoferrina bovina	ca	01012021					al·lèrgia a la lactoferrina bovina	
	al·lèrgia a la lactoglobulina	ca	01012021					al·lèrgia a la lactoglobulina	
	al·lèrgia a la lactosa ||| al·lèrgia a la lactina ||| al·lèrgia a la lactobiosa	ca	01012021					al·lèrgia a la lactosa 	al·lèrgia a la lactina ||| al·lèrgia a la lactobiosa
	al·lèrgia a la lactulosa	ca	01012021					al·lèrgia a la lactulosa	
	al·lèrgia a la lamotrigina	ca	01012021					al·lèrgia a la lamotrigina	
	al·lèrgia a la leuprorelina ||| al·lèrgia a la leuprolida	ca	01012021					al·lèrgia a la leuprorelina 	al·lèrgia a la leuprolida
	al·lèrgia a la levodopa ||| al·lèrgia a l'L-DOPA	ca	01012021					al·lèrgia a la levodopa 	al·lèrgia a l'L-DOPA
	al·lèrgia a la levomepromazina ||| al·lèrgia a la metotrimeprazina	ca	01012021					al·lèrgia a la levomepromazina 	al·lèrgia a la metotrimeprazina
	al·lèrgia a la lidocaïna ||| al·lèrgia a la lignocaïna	ca	01012021					al·lèrgia a la lidocaïna 	al·lèrgia a la lignocaïna
	al·lèrgia a la lidoflazina	ca	01012021					al·lèrgia a la lidoflazina	
	al·lèrgia a la limeciclina	ca	01012021					al·lèrgia a la limeciclina	
	al·lèrgia a la lincomicina	ca	01012021					al·lèrgia a la lincomicina	
	al·lèrgia a la lincomicina i als seus derivats	ca	01012021					al·lèrgia a la lincomicina i als seus derivats	
	al·lèrgia a la liotironina	ca	01012021					al·lèrgia a la liotironina	
	al·lèrgia a la lipressina	ca	01012021					al·lèrgia a la lipressina	
	al·lèrgia a la lisurida	ca	01012021					al·lèrgia a la lisurida	
	al·lèrgia a la llagosta (Palinurus vulgaris)	ca	01012021					al·lèrgia a la llagosta (Palinurus vulgaris)	
	al·lèrgia a la llana	ca	01012021					al·lèrgia a la llana	
	"al·lèrgia a la llavor de carabassa ||| al·lèrgia a la llavor de carbassa
  
||| al·lèrgia a la llavor de la carabassera (Cucurbita pepo) ||| al·lèrgia a la llavor de la carbassera (Cucurbita pepo)||| al·lèrgia a la llavor del carabasser (Cucurbita pepo)||| al·lèrgia a la llavor del carbasser (Cucurbita pepo)"	ca	01012021					al·lèrgia a la llavor de carabassa 	"al·lèrgia a la llavor de carbassa
  
||| al·lèrgia a la llavor de la carabassera (Cucurbita pepo) ||| al·lèrgia a la llavor de la carbassera (Cucurbita pepo)||| al·lèrgia a la llavor del carabasser (Cucurbita pepo)||| al·lèrgia a la llavor del carbasser (Cucurbita pepo)"
	al·lèrgia al carabassí ||| al·lèrgia al carbassí	ca	01012021					al·lèrgia al carabassí 	al·lèrgia al carbassí
	al·lèrgia a la llavor de cotó||| al·lèrgia a la grana de cotoner (Gossypium) ||| al·lèrgia a la llavor del cotoner (Gossypium)	ca	01012021					al·lèrgia a la llavor de cotó	al·lèrgia a la grana de cotoner (Gossypium) ||| al·lèrgia a la llavor del cotoner (Gossypium)
	"al·lèrgia a la llavor de fonoll ||| al·lèrgia a la llavor de fenoll

||| al·lèrgia a la llavor del fenoll (Foeniculum vulgare)|||  al·lèrgia a la llavor del fonoll (Foeniculum vulgare)"	ca	01012021					al·lèrgia a la llavor de fonoll 	"al·lèrgia a la llavor de fenoll

||| al·lèrgia a la llavor del fenoll (Foeniculum vulgare)|||  al·lèrgia a la llavor del fonoll (Foeniculum vulgare)"
	al·lèrgia a la llavor de rosella||| al·lèrgia a la llavor de la lloca (Papaver rhoeas)     ||| al·lèrgia a la llavor de la paparota (Papaver rhoeas) ||| al·lèrgia a la llavor de la rosella (Papaver rhoeas) ||| al·lèrgia a la llavor del babol (Papaver rhoeas)||| al·lèrgia a la llavor del badabadoc (Papaver rhoeas)||| al·lèrgia a la llavor del colet (Papaver rhoeas) ||| al·lèrgia a la llavor del gall (Papaver rhoeas)||| al·lèrgia a la llavor del gallaret (Papaver rhoeas)||| al·lèrgia a la llavor del paramà (Papaver rhoeas)||| al·lèrgia a la llavor del pipiripip (Papaver rhoeas)||| al·lèrgia a la llavor del quiquiriquic (Papaver rhoeas)	ca	01012021					al·lèrgia a la llavor de rosella	al·lèrgia a la llavor de la lloca (Papaver rhoeas)     ||| al·lèrgia a la llavor de la paparota (Papaver rhoeas) ||| al·lèrgia a la llavor de la rosella (Papaver rhoeas) ||| al·lèrgia a la llavor del babol (Papaver rhoeas)||| al·lèrgia a la llavor del badabadoc (Papaver rhoeas)||| al·lèrgia a la llavor del colet (Papaver rhoeas) ||| al·lèrgia a la llavor del gall (Papaver rhoeas)||| al·lèrgia a la llavor del gallaret (Papaver rhoeas)||| al·lèrgia a la llavor del paramà (Papaver rhoeas)||| al·lèrgia a la llavor del pipiripip (Papaver rhoeas)||| al·lèrgia a la llavor del quiquiriquic (Papaver rhoeas)
	al·lèrgia a la llavor del gira-sol (Helianthus annuus) ||| al·lèrgia a la llavor del mira-sol (Helianthus annuus) ||| al·lèrgia a la llavor del sol coronat (Helianthus annuus)	ca	01012021					al·lèrgia a la llavor del gira-sol (Helianthus annuus) 	al·lèrgia a la llavor del mira-sol (Helianthus annuus) ||| al·lèrgia a la llavor del sol coronat (Helianthus annuus)
	al·lèrgia a la llentia||| al·lèrgia a la llavor de la llentia (Lens culinaris) ||| al·lèrgia a la llentilla	ca	01012021					al·lèrgia a la llentia	al·lèrgia a la llavor de la llentia (Lens culinaris) ||| al·lèrgia a la llentilla
	al·lèrgia a la llet d'egua ||| al·lèrgia a la llet d'euga	ca	01012021					al·lèrgia a la llet d'egua 	al·lèrgia a la llet d'euga
	al·lèrgia a la llet d'ovella	ca	01012021					al·lèrgia a la llet d'ovella	
	al·lèrgia a la llet de cabra	ca	01012021					al·lèrgia a la llet de cabra	
	al·lèrgia a la llet de vaca	ca	01012021					al·lèrgia a la llet de vaca	
	al·lèrgia a la llima||| al·lèrgia al fruit de la llimera (Citrus aurantiifolia)	ca	01012021					al·lèrgia a la llima	al·lèrgia al fruit de la llimera (Citrus aurantiifolia)
	"al·lèrgia a la llimona ||| al·lèrgia a la llima

||| al·lèrgia al fruit de la llimonera (Citrus limon)||| al·lèrgia al fruit del llimoner (Citrus limon)|||  al·lèrgia al llimó"	ca	01012021					al·lèrgia a la llimona 	"al·lèrgia a la llima

||| al·lèrgia al fruit de la llimonera (Citrus limon)||| al·lèrgia al fruit del llimoner (Citrus limon)|||  al·lèrgia al llimó"
	al·lèrgia a la lodoxamida	ca	01012021					al·lèrgia a la lodoxamida	
	al·lèrgia a la lofepramina	ca	01012021					al·lèrgia a la lofepramina	
	al·lèrgia a la lofexidina	ca	01012021					al·lèrgia a la lofexidina	
	al·lèrgia a la lomustina ||| al·lèrgia a la CCNU	ca	01012021					al·lèrgia a la lomustina 	al·lèrgia a la CCNU
	al·lèrgia a la loperamida	ca	01012021					al·lèrgia a la loperamida	
	al·lèrgia a la loratadina	ca	01012021					al·lèrgia a la loratadina	
	al·lèrgia a la loxapina	ca	01012021					al·lèrgia a la loxapina	
	al·lèrgia a la macadàmia||| al·lèrgia a la llavor de la macadàmia (Macadamia integrifolia)  ||| al·lèrgia a la llavor de la macadàmia (Macadamia tetraphylla)||| al·lèrgia a la nou d'Austràlia	ca	01012021					al·lèrgia a la macadàmia	al·lèrgia a la llavor de la macadàmia (Macadamia integrifolia)  ||| al·lèrgia a la llavor de la macadàmia (Macadamia tetraphylla)||| al·lèrgia a la nou d'Austràlia
	"al·lèrgia a la maduixa ||| al·lèrgia a la fraga al·lèrgia a la fraula


||| al·lèrgia a la fraga ||| al·lèrgia a la fraula||| al·lèrgia al fruit de la maduixera (Fragaria vesca)||| al·lèrgia al fruit del maduixer (Fragaria vesca)"	ca	01012021					al·lèrgia a la maduixa 	"al·lèrgia a la fraga al·lèrgia a la fraula


||| al·lèrgia a la fraga ||| al·lèrgia a la fraula||| al·lèrgia al fruit de la maduixera (Fragaria vesca)||| al·lèrgia al fruit del maduixer (Fragaria vesca)"
	"al·lèrgia a la mafenida




"	ca	01012021					"al·lèrgia a la mafenida




"	
	"
al·lèrgia a la mandarina
||| al·lèrgia al fruit del mandariner (Citrus reticulata) ||| al·lèrgia al fruit del taronger mandarí (Citrus reticulata)"	ca	01012021					"
al·lèrgia a la mandarina
"	al·lèrgia al fruit del mandariner (Citrus reticulata) ||| al·lèrgia al fruit del taronger mandarí (Citrus reticulata)
	al·lèrgia a la maprotilina	ca	01012021					al·lèrgia a la maprotilina	
	al·lèrgia a la mebeverina	ca	01012021					al·lèrgia a la mebeverina	
	al·lèrgia a la mebhidrolina	ca	01012021					al·lèrgia a la mebhidrolina	
	al·lèrgia a la medroxiprogesterona	ca	01012021					al·lèrgia a la medroxiprogesterona	
	al·lèrgia a la mefloquina	ca	01012021					al·lèrgia a la mefloquina	
	al·lèrgia a la mefrusida	ca	01012021					al·lèrgia a la mefrusida	
	al·lèrgia a la meglitinida	ca	01012021					al·lèrgia a la meglitinida	
	al·lèrgia a la mel	ca	01012021					al·lèrgia a la mel	
	al·lèrgia a la mepacrina	ca	01012021					al·lèrgia a la mepacrina	
	al·lèrgia a la mepiramina	ca	01012021					al·lèrgia a la mepiramina	
	al·lèrgia a la mepivacaïna	ca	01012021					al·lèrgia a la mepivacaïna	
	al·lèrgia a la mequitazina	ca	01012021					al·lèrgia a la mequitazina	
	al·lèrgia a la mercaptopurina	ca	01012021					al·lèrgia a la mercaptopurina	
	al·lèrgia a la mesna	ca	01012021					al·lèrgia a la mesna	
	al·lèrgia a la mesterolona	ca	01012021					al·lèrgia a la mesterolona	
	al·lèrgia a la metacolina	ca	01012021					al·lèrgia a la metacolina	
	al·lèrgia a la metadona	ca	01012021					al·lèrgia a la metadona	
	al·lèrgia a la metformina	ca	01012021					al·lèrgia a la metformina	
	al·lèrgia a la meticil·lina	ca	01012021					al·lèrgia a la meticil·lina	
	al·lèrgia a la meticlotiazida	ca	01012021					al·lèrgia a la meticlotiazida	
	al·lèrgia a la metilcisteïna	ca	01012021					al·lèrgia a la metilcisteïna	
	al·lèrgia a la metildigoxina	ca	01012021					al·lèrgia a la metildigoxina	
	al·lèrgia a la metildopa	ca	01012021					al·lèrgia a la metildopa	
	al·lèrgia a la metildopa i als diürètics	ca	01012021					al·lèrgia a la metildopa i als diürètics	
	al·lèrgia a la metilprednisolona	ca	01012021					al·lèrgia a la metilprednisolona	
	al·lèrgia a la metiltestosterona	ca	01012021					al·lèrgia a la metiltestosterona	
	al·lèrgia a la metiprilona	ca	01012021					al·lèrgia a la metiprilona	
	al·lèrgia a la metirosina	ca	01012021					al·lèrgia a la metirosina	
	al·lèrgia a la metoclopramida	ca	01012021					al·lèrgia a la metoclopramida	
	al·lèrgia a la metolazona	ca	01012021					al·lèrgia a la metolazona	
	al·lèrgia a la metoxamina	ca	01012021					al·lèrgia a la metoxamina	
	al·lèrgia a la mexiletina	ca	01012021					al·lèrgia a la mexiletina	
	al·lèrgia a la mezlocil·lina	ca	01012021					al·lèrgia a la mezlocil·lina	
	al·lèrgia a la mianserina	ca	01012021					al·lèrgia a la mianserina	
	al·lèrgia a la mifepristona	ca	01012021					al·lèrgia a la mifepristona	
	al·lèrgia a la milrinona	ca	01012021					al·lèrgia a la milrinona	
	al·lèrgia a la mimosa (Acacia longifolia)	ca	01012021					al·lèrgia a la mimosa (Acacia longifolia)	
	al·lèrgia a la minociclina	ca	01012021					al·lèrgia a la minociclina	
	al·lèrgia a la mitomicina	ca	01012021					al·lèrgia a la mitomicina	
	al·lèrgia a la mitoxantrona	ca	01012021					al·lèrgia a la mitoxantrona	
	al·lèrgia a la moclobemida	ca	01012021					al·lèrgia a la moclobemida	
	al·lèrgia a la mometasona	ca	01012021					al·lèrgia a la mometasona	
	al·lèrgia a la mongeta seca||| al·lèrgia a la llavor de la bajoquera (Phaseolus vulgaris) ||| al·lèrgia a la llavor de la fesolera (Phaseolus vulgaris) ||| al·lèrgia a la mongeta||| al·lèrgia al fesol||| al·lèrgia la llavor de la mongetera (Phaseolus vulgaris)	ca	01012021					al·lèrgia a la mongeta seca	al·lèrgia a la llavor de la bajoquera (Phaseolus vulgaris) ||| al·lèrgia a la llavor de la fesolera (Phaseolus vulgaris) ||| al·lèrgia a la mongeta||| al·lèrgia al fesol||| al·lèrgia la llavor de la mongetera (Phaseolus vulgaris)
	"
al·lèrgia a la mongeta tendra ||| al·lèrgia a la bajoca


||| al·lèrgia a la bajoqueta ||| al·lèrgia a la mongeta al·lèrgia a la tavella||| al·lèrgia al fruit tendre de la bajoquera (Phaseolus vulgaris)|||  al·lèrgia al fruit tendre de la mongetera (Phaseolus vulgaris)"	ca	01012021					"
al·lèrgia a la mongeta tendra "	"al·lèrgia a la bajoca


||| al·lèrgia a la bajoqueta ||| al·lèrgia a la mongeta al·lèrgia a la tavella||| al·lèrgia al fruit tendre de la bajoquera (Phaseolus vulgaris)|||  al·lèrgia al fruit tendre de la mongetera (Phaseolus vulgaris)"
	al·lèrgia a la mongeta vermella||| al·lèrgia a la llavor de la mongetera vermella (Phaseolus coccineus)	ca	01012021					al·lèrgia a la mongeta vermella	al·lèrgia a la llavor de la mongetera vermella (Phaseolus coccineus)
	al·lèrgia a la mora||| al·lèrgia al fruit de l'esbarzer (Rubus fruticosus) ||| al·lèrgia al fruit de la romeguera (Rubus fruticosus)	ca	01012021					al·lèrgia a la mora	al·lèrgia al fruit de l'esbarzer (Rubus fruticosus) ||| al·lèrgia al fruit de la romeguera (Rubus fruticosus)
	al·lèrgia a la morella roquera (Parietaria judaica) ||| al·lèrgia a l'herba de Nostra Dona (Parietaria judaica)||| al·lèrgia a l'herba de paret (Parietaria judaica) ||| al·lèrgia a l'herba de Sant Pere (Parietaria judaica)||| al·lèrgia a l'herba del cargol (Parietaria judaica) |||  al·lèrgia a la cama-roja (Parietaria judaica)||| al·lèrgia a la caragolera (Parietaria judaica) ||| al·lèrgia a la granadella (Parietaria judaica)||| al·lèrgia a la parietària (Parietaria judaica)	ca	01012021					al·lèrgia a la morella roquera (Parietaria judaica) 	al·lèrgia a l'herba de Nostra Dona (Parietaria judaica)||| al·lèrgia a l'herba de paret (Parietaria judaica) ||| al·lèrgia a l'herba de Sant Pere (Parietaria judaica)||| al·lèrgia a l'herba del cargol (Parietaria judaica) |||  al·lèrgia a la cama-roja (Parietaria judaica)||| al·lèrgia a la caragolera (Parietaria judaica) ||| al·lèrgia a la granadella (Parietaria judaica)||| al·lèrgia a la parietària (Parietaria judaica)
	al·lèrgia a la morella roquera (Parietaria officinalis)||| al·lèrgia a la morella (Parietaria officinalis) ||| al·lèrgia a la parietària (Parietaria officinalis)	ca	01012021					al·lèrgia a la morella roquera (Parietaria officinalis)	al·lèrgia a la morella (Parietaria officinalis) ||| al·lèrgia a la parietària (Parietaria officinalis)
